Fecha;PM10;PM2.5;NO;NO2;NOX;SO2;CO;OZONO;Vel Viento 10M;Dir Viento 10M;Temperatura;HR;Presion Baro;Rad Solar;Precipitacion
21-01-2024 17:00;14;10;3,9;1,6;5,5;0;0,26;11,1;1,7;99;18,5;51,47;564;78;0
21-01-2024 18:00;21;7;2,5;2,5;5;0;0,27;10,9;1,4;143;16,9;57,39;564;28;0
21-01-2024 19:00;18;2;1,3;3;4,3;0;0,26;10,5;1,2;194;15;64,95;564;0;0
21-01-2024 20:00;20;7;4,3;7,3;11,6;0;0,35;8,2;1,6;131;14,2;69,89;565;0;0
21-01-2024 21:00;20;10;6,4;7,9;14,3;0;0,34;8,1;1,8;99;13,8;73,19;565;0;0
21-01-2024 22:00;29;12;14,1;13,4;27,4;0;0,44;4,1;0,9;101;13;74,44;566;0;0
21-01-2024 23:00;25;13;12,6;16,3;28,9;0;0,49;0,3;0,4;292;11;77,35;566;0;0
21-01-2024 24:00;16;9;1,5;12,1;13,6;0;0,36;1,1;0,5;273;11;81,35;566;0;0
22-01-2024 01:00;24;9;15;13,2;28,2;0;0,42;1,3;0,6;317;10,9;81,04;566;0;0
22-01-2024 02:00;28;16;36,8;13,2;50;0;0,46;1,7;0,9;348;10,1;80,46;565;0;0
22-01-2024 03:00;19;9;7,9;6,9;14,8;0;0,21;5,6;1,2;89;10,8;82,17;565;0;0
22-01-2024 04:00;31;9;42,9;13,7;56,5;0;0,29;0,3;0,5;352;8,6;79,93;565;0;0
22-01-2024 05:00;15;9;9,2;10,7;19,9;0;0,23;0,6;0,5;280;7,5;81,92;565;0;0
22-01-2024 06:00;15;10;6,9;11,3;18,2;0;0,26;0,3;0,6;274;6,9;83,71;565;0;0
22-01-2024 07:00;31;11;24,6;12,4;37;0;0,44;0,8;0,6;271;7;84,46;565;4;0
22-01-2024 08:00;45;19;61,9;16,6;78,4;0;0,83;3,3;1;314;14,8;78,25;566;184;0
22-01-2024 09:00;27;3;6;1,9;7,9;0;0,25;14,6;2,1;104;18,1;46,37;566;396;0
22-01-2024 10:00;27;11;3,5;0;3,5;0;0,22;16,3;1,9;102;20,2;39,44;566;571;0
22-01-2024 11:00;58;9;3;0;2,8;0;0,21;16,6;1,8;160;21,6;35,04;566;673;0
22-01-2024 12:00;66;8;3,7;0,2;3,9;0;0,23;15,6;2,5;48;21,9;33,65;565;652;0
22-01-2024 13:00;25;6;5,2;0,8;5,9;0;0,24;16;3,4;61;22,3;29,89;565;700;0
22-01-2024 14:00;37;5;4,9;1,2;6,1;0;0,26;15,9;2,9;68;22,6;30,2;564;600;0
22-01-2024 15:00;38;8;5;1,4;6,4;0;0,25;16,3;2,1;115;24,1;28,11;564;587;0
22-01-2024 16:00;26;6;7;2,6;9,6;0;0,29;15,1;3,1;88;23,1;30,52;564;443;0
22-01-2024 17:00;27;6;7,5;5;12,5;0;0,31;15,1;2;112;22,4;30,32;564;258;0
22-01-2024 18:00;18;7;7,7;7,8;15,5;0;0,34;17,3;3,1;58;18,6;24,71;564;41;0
22-01-2024 19:00;19;5;3,7;7,4;11;0;0,31;19;1,9;81;15,9;29,58;564;0;0
22-01-2024 20:00;18;6;11,9;16;28;0;0,41;12,1;1;170;14,1;35,49;565;0;0
22-01-2024 21:00;54;29;84,4;29,8;114,2;0;0,81;0,6;0,7;102;11;45,63;566;0;0
22-01-2024 22:00;45;17;94,5;27,4;122;0;0,89;0,3;0,6;300;8,8;54,47;566;0;0
22-01-2024 23:00;55;23;173,2;27;200,3;0;1,19;0,3;0,6;44;7,1;59,89;566;0;0
22-01-2024 24:00;57;22;179,9;27;206,9;0;1,02;0,3;0,7;260;6,5;64,34;566;0;0
23-01-2024 01:00;51;15;124;25,1;149,2;0;0,57;0,1;0,8;274;6,5;63,46;565;0;0
23-01-2024 02:00;32;17;134,1;24,2;158,3;0;0,49;0,2;0,7;290;5,5;63,39;565;0;0
23-01-2024 03:00;37;13;182,9;22,7;205,6;0;0,5;0,2;0,6;289;4,6;67,39;565;0;0
23-01-2024 04:00;39;20;152,1;23,2;175,3;0;0,44;0,2;0,7;258;4,4;69,87;565;0;0
23-01-2024 05:00;72;25;276,3;28,7;305,1;0;0,65;0,3;0,6;270;3,7;71,84;565;0;0
23-01-2024 06:00;83;46;334,4;32,4;366,8;0;1,15;0,5;0,6;329;2,9;74,14;565;0;0
23-01-2024 07:00;92;65;0;0;0;0;1,74;0,3;0,5;282;3,3;77,49;565;4;0
23-01-2024 08:00;84;46;132,1;28,2;160,3;0;1,03;3,4;0,6;325;12,8;65,58;566;192;0
23-01-2024 09:00;53;19;37,1;19,4;56,5;0;0,55;14,3;1,6;317;18,8;33,34;566;402;0
23-01-2024 10:00;43;27;0;0;0;0;0;0;2,2;101;20,7;20,51;566;577;0
23-01-2024 11:00;27;11;0;0;0;0;0;0;1,9;120;22,2;18,14;566;698;0
23-01-2024 12:00;28;0;0;0;0;0;0;0;2,3;145;22,9;16,83;565;761;0
23-01-2024 13:00;24;0;0;0;0;0;0;0;2,4;140;23,5;16,84;565;797;0
23-01-2024 14:00;27;6;2,6;1,9;4,5;0;0,22;0;2,2;98;23,9;18,18;564;735;0
23-01-2024 15:00;34;7;3,8;3,4;7,1;0;0,23;26,7;2,3;132;24,1;19,2;564;608;0
23-01-2024 16:00;36;7;4,2;4,5;8,6;0;0,25;27;2,3;125;23,9;18,84;564;440;0
23-01-2024 17:00;47;6;5,5;7,9;13,4;0;0,29;24,6;2,6;134;22,1;21,83;564;243;0
23-01-2024 18:00;22;5;8;14,3;22,3;0;0,36;20,7;2,3;77;18,6;24,4;564;42;0
23-01-2024 19:00;20;9;9,1;20,8;29,9;0;0,43;14,8;1,8;92;15,1;30,06;564;0;0
23-01-2024 20:00;34;11;7;24,2;31,2;0;0,4;10,6;1;85;13;43,9;565;0;0
23-01-2024 21:00;37;18;16,4;28,8;45,3;0;0,44;5,8;0,9;62;11,4;55,22;565;0;0
23-01-2024 22:00;32;8;5,3;26,1;31,3;0;0,39;4,3;0,6;326;9,3;60,39;565;0;0
23-01-2024 23:00;25;11;13,2;27,8;41;0;0,44;1,6;0,6;290;8,3;65,47;565;0;0
23-01-2024 24:00;64;25;131,2;29;160,1;0;0,95;0,2;0,4;251;7;70,1;565;0;0
24-01-2024 01:00;46;16;52,9;27,6;80,5;0;0,56;0,1;0,6;327;6,4;75,56;565;0;0
24-01-2024 02:00;32;15;61,8;24,4;86,1;0;0,51;0,2;0,8;328;5,7;77,39;565;0;0
24-01-2024 03:00;49;30;91,7;25,6;117,2;0;0,5;0,2;0,5;315;5,4;79,21;564;0;0
24-01-2024 04:00;62;32;174,8;24,1;199;0;0,63;0;0,5;326;4,4;80,43;564;0;0
24-01-2024 05:00;80;46;234,1;28,3;262,3;0;0,8;0,2;0,8;41;3,8;81,48;564;0;0
24-01-2024 06:00;97;61;158,7;27;185,7;0;0,91;0,2;0,6;323;4,2;83,5;564;0;0
24-01-2024 07:00;122;83;307,8;33,3;341,2;0;2,39;0,4;0,4;328;4,2;84,22;565;4;0
24-01-2024 08:00;144;77;195,5;34,2;229,6;0;1,91;2,3;0,7;356;12,5;81,02;565;180;0
24-01-2024 09:00;100;48;45;25,5;70,5;0;0,9;9,9;1,2;336;17,8;51;566;390;0
24-01-2024 10:00;39;16;5,7;7,1;12,8;0;0,32;22,1;1,3;265;20,8;35,06;566;570;0
24-01-2024 11:00;38;9;3,6;3,2;6,8;0;0,24;24,1;2,1;161;22;27,97;565;681;0
24-01-2024 12:00;27;6;2,3;2,1;4,4;0;0,22;26,8;2;3;23,8;21,26;565;778;0
24-01-2024 13:00;28;4;2,9;2,2;5,1;0;0,22;25,5;2,2;161;24,8;19,42;564;797;0
24-01-2024 14:00;33;2;3,3;2,7;6;0;0,23;23,9;2,1;156;25,2;20,28;563;736;0
24-01-2024 15:00;38;5;3,9;4,1;8;0;0,24;25,5;2,4;127;25,5;17,48;563;625;0
24-01-2024 16:00;34;7;6;6,9;12,9;0;0,27;25,9;3,1;70;25;15,69;563;454;0
24-01-2024 17:00;24;6;8,4;9,5;17,9;0;0,31;23,5;3,5;72;22,7;18,5;563;251;0
24-01-2024 18:00;31;6;5,3;10,8;16,1;0;0,34;23,5;2,4;96;19,9;20,2;563;46;0
24-01-2024 19:00;19;4;1,5;8,6;10,1;0;0,29;22,9;1,3;289;16,6;30,61;564;0;0
24-01-2024 20:00;21;8;0,3;4;4,3;0;0,24;22,7;1,3;304;14,8;41,27;564;0;0
24-01-2024 21:00;28;9;0,4;10,2;10,6;0;0,31;14,6;0,7;298;12,7;51,94;565;0;0
24-01-2024 22:00;49;22;67,9;32,5;100,4;0;0,77;0,9;0,6;340;10,2;61,56;565;0;0
24-01-2024 23:00;74;32;172,1;34,6;206,8;0;1,32;0,2;0,5;337;8,9;69,46;565;0;0
24-01-2024 24:00;53;18;123,3;30,7;154,1;0;1,07;0,1;0,5;348;7,8;75,37;565;0;0
25-01-2024 01:00;35;16;57,4;25,2;82,6;0;0,64;1,2;0,4;292;7,1;79,02;565;0;0
25-01-2024 02:00;58;23;142,7;23,8;166,5;0;0,72;0,3;0,4;338;5,8;80,19;564;0;0
25-01-2024 03:00;57;23;235,1;23;258,1;0;0,92;0,1;0,3;352;4,6;81,07;564;0;0
25-01-2024 04:00;59;36;203,6;26;229,6;0;0,67;0,1;0,5;315;4,3;82,62;564;0;0
25-01-2024 05:00;59;33;202,8;23,1;225,9;0;0,74;0,1;0,4;304;3,8;83,46;564;0;0
25-01-2024 06:00;94;62;0;0;0;0;1,28;0,2;0,4;325;3,6;83,55;564;0;0
25-01-2024 07:00;110;73;0;0;0;0;2,44;0,4;0,5;306;5,3;85,74;565;9;0
25-01-2024 08:00;105;56;91,3;27,5;118,8;0;1,25;4,2;1,3;347;9,3;86,94;565;158;0
25-01-2024 09:00;86;41;22,5;17,4;39,9;0;0,64;11,3;1,7;341;15;65,73;565;394;0
25-01-2024 10:00;43;21;8,8;9,5;18,3;0;0,41;19,9;1,9;342;19;43,82;565;580;0
25-01-2024 11:00;39;15;4;5,6;9,6;0;0,32;25,8;1,8;340;21,9;29,25;565;722;0
25-01-2024 12:00;32;7;4,3;5,2;9,6;0;0,3;25;2;84;23,8;23,63;564;786;0
25-01-2024 13:00;40;5;2,8;2,8;5,7;0;0,26;24,9;2,4;169;25,3;19;563;794;0
25-01-2024 14:00;32;5;3,5;3,5;7;0;0,28;23,1;2,2;145;26,1;19,05;563;749;0
25-01-2024 15:00;50;5;2,7;3,2;5,9;0;0,27;23,7;2,1;181;26,7;21,17;562;626;0
25-01-2024 16:00;110;27;0,5;5;5,5;0;0,39;38,4;4;267;23,7;38,14;562;445;0
25-01-2024 17:00;124;30;0,7;4,4;5,2;0;0,35;31,9;3,5;269;21,8;45,2;563;252;0
25-01-2024 18:00;59;19;0,5;4,2;4,7;0;0,34;27,8;2,3;256;18,9;50,74;563;38;0
25-01-2024 19:00;56;21;0,1;7;7,2;0;0,37;23,8;0,9;225;16,2;57,46;564;0;0
25-01-2024 20:00;44;26;3,6;15,1;18,8;0;0,46;19;0,9;193;15,4;58,02;564;0;0
25-01-2024 21:00;46;21;11,6;22,8;34,4;0;0,49;10,2;1;128;14,7;63,99;565;0;0
25-01-2024 22:00;39;23;13,1;19,5;32,6;0;0,47;9,5;1,2;11;14,2;66,45;565;0;0
25-01-2024 23:00;57;28;35,7;35,7;71,4;0;0,76;0,7;1;348;12,9;70,14;565;0;0
25-01-2024 24:00;42;17;7;31,7;38,7;0;0,51;1,1;1,3;344;12,2;73,73;565;0;0
26-01-2024 01:00;41;21;24,4;30,6;55;0;0,44;0,8;0,7;323;11,1;76,49;565;0;0
26-01-2024 02:00;49;28;72,3;28,7;101,1;0;0,54;0,1;0,5;333;9,5;78,7;564;0;0
26-01-2024 03:00;48;25;113,9;23,6;137,5;0;0,57;0,1;0,4;324;8;80,7;564;0;0
26-01-2024 04:00;49;34;90,6;21,3;111,9;0;0,54;0,1;0,4;319;7;82,04;564;0;0
26-01-2024 05:00;54;36;126;22,3;148,2;0;0,67;0,2;0,2;306;6,5;83,45;564;0;0
26-01-2024 06:00;76;50;0;0;0;0;0,88;0,1;0,5;339;6;83,61;565;0;0
26-01-2024 07:00;76;45;55,5;20,1;75,6;0;0,73;0,4;0,6;320;6,6;85,06;565;8;0
26-01-2024 08:00;106;68;72,1;24,2;96,3;0;1,06;2,1;0,5;319;11;86,43;565;126;0
26-01-2024 09:00;77;47;42,5;23,6;66,1;0;1,06;5,7;1,5;359;15,1;71,66;566;238;0
26-01-2024 10:00;46;20;4,2;6,1;10,3;0;0,43;20,6;1,7;128;19,2;53,72;566;559;0
26-01-2024 11:00;44;28;1,6;2,9;4,5;0;0,31;23,6;1,9;173;20,7;42,01;565;687;0
26-01-2024 12:00;43;19;1,9;3,5;5,4;0;0,31;23,4;1,8;184;22,6;37,99;565;745;0
26-01-2024 13:00;39;13;1,2;2,3;3,5;0;0,27;22;1,7;201;23,9;33,97;564;784;0
26-01-2024 14:00;36;8;3,4;3;6,4;0;0,24;21,6;2,1;141;25,3;21,71;563;748;0
26-01-2024 15:00;39;19;2,1;4,2;6,3;0;0,28;27;1,9;202;26,3;20,9;563;625;0
26-01-2024 16:00;86;44;0,9;8,1;9;0;0,42;39,9;1,8;248;23;39,08;563;165;0
26-01-2024 17:00;86;37;1,3;9;10,3;0;0,38;30,1;2;236;23,6;43,15;563;223;0
26-01-2024 18:00;71;30;0,4;6;6,4;0;0,35;25,7;1,6;287;19,3;54,48;563;52;0
26-01-2024 19:00;54;25;1,6;10,4;12;0;0,38;17,8;1,4;281;16,8;60,04;564;0;0
26-01-2024 20:00;44;15;5,6;17,8;23,4;0;0,39;12,4;1,2;125;15;61,18;564;0;0
26-01-2024 21:00;38;22;8,2;23,5;31,7;0;0,41;8,8;1,1;113;14,1;66,65;565;0;0
26-01-2024 22:00;37;17;3,8;13,3;17,2;0;0,33;12,8;1,6;103;14,1;67,46;566;0;0
26-01-2024 23:00;32;18;3,4;15,4;18,8;0;0,33;11,1;0,9;110;14;67,04;566;0;0
26-01-2024 24:00;39;17;13,5;17,5;31,1;0;0,39;8,6;1,1;83;13,3;67,32;566;0;0
27-01-2024 01:00;37;23;10,8;28,8;39,5;0;0,5;0,6;0,7;319;11,7;73,17;565;0;0
27-01-2024 02:00;37;23;21,3;25,1;46,4;0;0,48;0,9;0,7;305;10,6;77,88;565;0;0
27-01-2024 03:00;41;24;34,3;22,8;57,1;0;0,48;0,5;0,5;262;9,7;80,29;565;0;0
27-01-2024 04:00;33;20;69,5;19,4;88,9;0;0,55;0,1;0,4;339;8,1;80,69;564;0;0
27-01-2024 05:00;64;36;17;21,7;38,8;0;0,54;0,2;0,9;339;8;83,9;565;0;0
27-01-2024 06:00;66;43;25;22;47;0;0,61;0;1,1;345;8,3;85,05;565;0;0
27-01-2024 07:00;63;44;41,4;21,4;62,7;0;0,71;0,4;1,1;343;9,4;83,1;565;5;0
27-01-2024 08:00;74;46;70;22,4;92,4;0;0,98;2;0,7;324;12;78,08;566;89;0
27-01-2024 09:00;106;56;51,1;24,7;75,8;0;0,9;6,4;0,7;283;17,2;65,03;566;316;0
27-01-2024 10:00;44;26;6,4;10,7;17,1;0;0,42;21,6;1,1;258;20,6;49,16;566;530;0
27-01-2024 11:00;47;26;4,5;10,9;15,4;0;0,48;28,9;1,4;224;21,8;42,7;566;685;0
27-01-2024 12:00;57;26;2,2;10,1;12,3;0;0,51;40,4;1,8;300;22,5;38,85;565;752;0
27-01-2024 13:00;69;28;1;8,1;9,1;0;0,46;49;2,1;286;23,5;34,34;565;738;0
27-01-2024 14:00;82;36;0,4;5,5;5,9;0;0,38;42,9;3;263;23,7;36,38;564;555;0
27-01-2024 15:00;78;25;0,2;1,5;1,7;0;0,28;27,1;4;263;23,3;41,16;564;561;0
27-01-2024 16:00;58;22;0,5;1,3;1,9;0;0,28;25,1;3,7;262;22,6;44,95;563;404;0
27-01-2024 17:00;46;21;0,4;1,9;2,3;0;0,31;24,8;2,8;260;22,2;48,14;563;213;0
27-01-2024 18:00;46;25;0,1;2,4;2,5;0;0,33;22,9;1,8;254;19,7;54,82;564;47;0
27-01-2024 19:00;33;20;0,1;4,1;4,2;0;0,34;18,1;1,5;259;17,5;64,57;564;0;0
27-01-2024 20:00;48;22;0,2;4,2;4,4;0;0,33;14,9;0,4;237;15,7;72,67;564;0;0
27-01-2024 21:00;67;40;43,1;30,3;73,4;0;0,82;2,8;0,5;276;14,3;78,55;565;0;0
27-01-2024 22:00;55;27;3,6;19,9;23,5;0;0,61;5,7;0,5;264;14,4;82,75;565;0;0
27-01-2024 23:00;72;31;19,1;24,8;43,8;0;0,76;3,1;0,4;323;14,4;82,54;565;0;0
27-01-2024 24:00;65;40;0,5;18,5;18,9;0;0,55;5,4;0,7;314;14,1;82,44;565;0;0
28-01-2024 01:00;54;37;1,1;23,4;24,5;0;0,56;3,1;0,6;336;13,8;82,82;565;0;0
28-01-2024 02:00;53;31;0,3;18;18,3;0;0,52;5,5;0,6;282;14;83,51;565;0;0
28-01-2024 03:00;57;36;0,4;16,8;17,1;0;0,53;4,1;0,6;295;13,5;82,42;564;0;0
28-01-2024 04:00;56;42;10,3;21,2;31,5;0;0,63;0,5;0,4;294;12,7;83,35;564;0;0
28-01-2024 05:00;53;42;33,8;17,8;51,6;0;0,7;0,2;0,7;299;12,2;84,75;564;0;0
28-01-2024 06:00;51;33;40,4;18,1;58,6;0;0,69;0,1;0,5;297;12;85,04;565;0;0
28-01-2024 07:00;53;33;25,2;16,8;42,1;0;0,67;0,7;0,7;332;12,3;85,5;565;9;0
28-01-2024 08:00;64;38;14,7;16,6;31,3;0;0,62;3,4;0,7;319;14,1;82,51;565;85;0
28-01-2024 09:00;65;37;12,7;12;24,7;0;0,55;10;0,9;318;19,4;67,58;566;345;0
28-01-2024 10:00;47;20;3,4;6,1;9,4;0;0,38;21,2;1,3;321;22;50,85;566;459;0
28-01-2024 11:00;43;25;1,3;3,8;5,1;0;0,36;28,2;1,5;273;22,6;44,07;565;710;0
28-01-2024 12:00;48;31;0,8;4,7;5,5;0;0,4;37,5;1,4;282;23,8;37,88;565;675;0
28-01-2024 13:00;43;31;0,6;4;4,6;0;0,38;37,8;2,4;262;24;37,19;564;688;0
28-01-2024 14:00;48;19;0,2;1,7;1,9;0;0,32;30,1;2,6;248;24,5;38,34;564;643;0
28-01-2024 15:00;43;16;0,2;1,4;1,6;0;0,31;27,2;2,4;258;23,9;41,61;563;442;0
28-01-2024 16:00;56;24;0,4;1,1;1,5;0;0,3;25,1;3;265;23,4;43,21;563;385;0
28-01-2024 17:00;46;21;0;1,1;1;0;0,31;23,8;3,9;265;21,7;50,06;563;257;0
28-01-2024 18:00;39;25;0;1,7;1,7;0;0,34;22;2,6;264;19,8;56,55;563;71;0
28-01-2024 19:00;40;31;0;2,9;2,9;0;0,35;18,5;1,8;265;17,3;68,07;564;0;0
28-01-2024 20:00;47;26;0,1;2,9;3;0;0,36;16,7;1,2;252;16,3;72,64;564;0;0
28-01-2024 21:00;43;23;0,4;6,7;7,1;0;0,42;12,5;0,6;293;15,3;76,34;565;0;0
28-01-2024 22:00;41;30;2,7;11,7;14,4;0;0,49;9,9;0,6;324;14,8;80,06;565;0;0
28-01-2024 23:00;45;29;1,3;12,3;13,6;0;0,47;10,6;0,6;337;15,1;79,83;565;0;0
28-01-2024 24:00;42;24;2,7;11,5;14,2;0;0,41;8,4;1,2;97;15,2;74,66;565;0;0
29-01-2024 01:00;33;19;1;4,7;5,8;0;0,31;11,2;1,5;117;15,3;71,97;565;0;0
29-01-2024 02:00;26;17;1,6;7,7;9,3;0;0,3;10;1;102;14,7;72,12;564;0;0
29-01-2024 03:00;29;23;1,4;6,3;7,7;0;0,29;10,2;1,2;114;14,5;74,17;564;0;0
29-01-2024 04:00;27;15;2,4;7,2;9,6;0;0,28;10,9;1,4;120;14,3;71,95;564;0;0
29-01-2024 05:00;26;16;1,5;4,9;6,4;0;0,29;13;1,4;148;13,9;71,82;564;0;0
29-01-2024 06:00;30;19;10,6;14,1;24,8;0;0,41;7,5;1,6;101;13,5;72,7;564;0;0
29-01-2024 07:00;39;20;12,8;15,9;28,8;0;0,54;6,1;1,2;133;13,2;73,7;565;12;0
29-01-2024 08:00;39;25;7;8,2;15,2;0;0,41;11,5;1,4;158;17,4;66,3;565;178;0
29-01-2024 09:00;40;19;3,5;3,9;7,4;0;0,34;15,4;1,5;120;20,2;52,86;565;386;0
29-01-2024 10:00;38;11;2,1;2,5;4,6;0;0,3;17,9;1,5;170;22,4;43,13;565;578;0
29-01-2024 11:00;53;9;4;2,7;6,7;0;0,3;16,2;2,8;160;22,8;31,89;565;692;0
29-01-2024 12:00;42;10;5,3;3,8;9,1;0;0,31;17,3;2,6;149;24,1;27,53;564;757;0
29-01-2024 13:00;56;7;5,2;3,1;8,3;0;0,29;16,8;3;144;25,1;23,91;564;781;0
29-01-2024 14:00;44;8;4,9;2,8;7,7;0;0,3;15,2;2,7;149;25,5;26,42;563;758;0
29-01-2024 15:00;147;32;1,4;4,8;6,2;0;0,36;24,8;2,8;275;22,7;44,14;563;285;0
29-01-2024 16:00;102;29;0,9;3,4;4,4;0;0,33;23,2;4,6;266;21,7;51,3;563;364;0
29-01-2024 17:00;86;27;1;3,7;4,7;0;0,33;20,8;3,6;260;21,5;49,95;563;268;0
29-01-2024 18:00;58;28;0,8;5,2;6;0;0,36;17,4;2,2;256;19,4;52,86;563;58;0
29-01-2024 19:00;45;23;0,3;5,5;5,8;0;0,36;15;1,3;269;16,5;61,98;564;0;0
29-01-2024 20:00;46;25;7,4;12,9;20,2;0;0,44;10,1;0,8;347;14,7;67,58;564;0;0
29-01-2024 21:00;40;23;5,4;17,4;22,9;0;0,41;10,6;1,3;104;14,2;68,15;565;0;0
29-01-2024 22:00;30;16;3,6;12,2;15,8;0;0,37;13,4;1,5;112;14;69,14;565;0;0
29-01-2024 23:00;32;18;1,4;8,4;9,8;0;0,34;15,2;1,4;57;13,4;71,1;565;0;0
29-01-2024 24:00;48;20;7,3;21,4;28,7;0;0,51;4;0,7;286;12,1;74,82;565;0;0
30-01-2024 01:00;37;24;18,6;21,8;40,4;0;0,54;2,6;0,7;295;11,3;79,24;565;0;0
30-01-2024 02:00;43;24;33,8;23,9;57,7;0;0,56;0,7;0,6;328;11,5;80,57;564;0;0
30-01-2024 03:00;42;26;8;23,3;31,3;0;0,48;2,4;0,8;328;11,2;79,21;564;0;0
30-01-2024 04:00;43;27;32,8;22,9;55,7;0;0,49;0,8;0,9;333;10,2;81,41;564;0;0
30-01-2024 05:00;45;30;50,5;21,7;72,2;0;0,53;0,9;0,8;332;9,2;82,84;564;0;0
30-01-2024 06:00;63;41;133,3;22,5;155,8;0;0,83;0,2;0,6;332;8,4;83,42;564;0;0
30-01-2024 07:00;60;45;38;23,6;61,6;0;0,54;0,8;1,5;345;9;86,27;565;9;0
30-01-2024 08:00;71;47;25,1;18,9;43,9;0;0,6;4,7;1,7;343;11,8;87,15;565;145;0
30-01-2024 09:00;77;53;21,4;15,6;37;0;0,63;9,6;1,3;351;17,5;69,9;565;369;0
30-01-2024 10:00;73;43;11,6;13,7;25,3;0;0,55;16,9;1,2;288;20,8;50,4;566;561;0
30-01-2024 11:00;59;20;10,5;11,4;22;0;0,46;19,7;2,6;183;22,5;32,58;565;691;0
30-01-2024 12:00;37;4;4,3;3,5;7,8;0;0,3;18,8;2,9;155;23,6;27,66;565;775;0
30-01-2024 13:00;36;15;3,8;3,4;7,2;0;0,31;18,1;2,9;146;23,8;26,3;564;613;0
30-01-2024 14:00;38;9;6,3;5,6;11,8;0;0,34;15,3;2,6;150;22,9;30,41;564;336;0
30-01-2024 15:00;43;9;5,3;4,2;9,5;0;0,32;14,7;2,6;186;24,6;28,93;563;442;0
30-01-2024 16:00;83;35;1;5,8;6,8;0;0,4;25,5;1,8;252;22;46,11;563;177;0
30-01-2024 17:00;88;32;1;5,1;6,1;0;0,39;22,6;2,3;253;22;48,72;563;183;0
30-01-2024 18:00;52;18;3,5;14,5;17,9;0;0,49;14,6;1,4;191;19,1;48,63;563;15;0
30-01-2024 19:00;51;22;1,3;11,3;12,6;0;0,44;15,7;1,3;150;16,7;55,73;564;0;0
30-01-2024 20:00;47;21;1,9;19,2;21,2;0;0,49;10,5;0,6;172;15,5;63,13;564;0;0
30-01-2024 21:00;43;24;3;13,2;16,2;0;0,4;13,2;1;174;15,6;66,23;565;0;0
30-01-2024 22:00;40;25;6,8;15,9;22,7;0;0,46;10,4;0,8;153;14,4;67,64;565;0;0
30-01-2024 23:00;43;21;3,6;16,9;20,6;0;0,42;9,7;1;101;13,2;74,64;565;0;0
30-01-2024 24:00;42;23;9,2;18,1;27,2;0;0,44;6,1;1;340;12,6;76,14;565;0;0
31-01-2024 01:00;53;29;95,3;24,1;119,5;0;0,64;0,5;0,5;356;10,5;77,9;565;0;0
31-01-2024 02:00;60;31;134,2;20,6;154,7;0;0,63;0,1;0,4;330;9,3;81,06;565;0;0
31-01-2024 03:00;70;36;134,6;18,8;153,4;0;0,55;0,1;0,4;340;8,7;82,96;565;0;0
31-01-2024 04:00;69;36;239,7;17,1;256,7;0;0,64;0,1;0,4;310;8,2;83,79;564;0;0
31-01-2024 05:00;61;34;141;20,7;161,8;0;0,57;0,1;0,9;341;8,4;85;564;0;0
31-01-2024 06:00;57;38;66,9;21,4;88,3;0;0,51;0,1;0,5;288;8,9;86,38;565;0;0
31-01-2024 07:00;60;38;52,5;20,3;72,7;0;0,56;0,4;0,9;337;9,7;86,78;565;11;0
31-01-2024 08:00;81;44;54;19,9;73,9;0;0,76;2,6;1,4;336;12,9;83,68;565;156;0
31-01-2024 09:00;76;41;23,2;18,6;41,8;0;0,64;7,7;1,4;329;16,9;66,41;566;242;0
31-01-2024 10:00;67;39;10,4;13,7;24,1;0;0,49;14,7;1,2;327;19,6;58,13;566;371;0
31-01-2024 11:00;51;22;4;7,8;11,8;0;0,36;18,3;1,2;303;21,7;48,05;565;416;0
31-01-2024 12:00;58;22;4,7;8,7;13,4;0;0,38;16,6;1,8;257;22,6;42,74;565;460;0
31-01-2024 13:00;29;9;3;1,8;4,8;0;0,22;11,6;2,8;161;23,6;38,25;564;687;0
31-01-2024 14:00;50;10;4,4;2,6;7;0;0,24;11,8;3;164;23,7;36,74;564;651;0
31-01-2024 15:00;38;8;3,9;2,9;6,8;0;0,24;12,3;2,2;169;25,3;34,06;563;588;0
31-01-2024 16:00;76;25;3,1;8,5;11,6;0;0,31;16,7;2;235;20,8;47,11;563;99;0
31-01-2024 17:00;73;29;1,3;8,4;9,7;0;0,34;20,3;2;263;19,7;59,35;563;87;0
31-01-2024 18:00;66;27;0,7;10,8;11,5;0;0,39;16,8;1,7;236;18,7;63,71;563;20;0,1
31-01-2024 19:00;47;23;1,9;12,9;14,8;0;0,41;11,5;1,2;249;17,4;66,58;564;0;0
31-01-2024 20:00;35;19;3,3;12,1;15,4;0;0,37;8,6;1,1;156;16,6;67,91;564;0;0
31-01-2024 21:00;34;19;4,5;12,6;17,1;0;0,34;8,4;1,3;141;16,1;68,62;565;0;0
31-01-2024 22:00;33;22;2,5;9,3;11,8;0;0,33;10,4;1,4;171;15,9;68,81;565;0;0
31-01-2024 23:00;23;20;2,3;8,1;10,5;0;0,29;10,8;1,3;120;15,3;69,73;565;0;0
31-01-2024 24:00;28;17;1,8;10,2;12;0;0,3;9,9;0,9;127;14,3;72,48;565;0;0
01-02-2024 01:00;32;20;1,1;9,9;11;0;0,27;9;0,9;323;14;76,17;565;0;0
01-02-2024 02:00;29;22;8,7;12,9;21,6;0;0,29;6,3;0,8;344;13,1;76,69;565;0;0
