Fecha;PM10;PM2.5;NO;NO2;NOX;SO2;CO;OZONO;Vel Viento 10M;Dir Viento 10M;Temperatura;HR;Presion Baro;Rad Solar;Precipitacion
01-02-2024 03:00;36;18;6,2;17,8;24;0;0,31;1,4;0,6;272;12,3;79,44;564;0;0
01-02-2024 04:00;32;16;5,1;14,6;19,8;0;0,29;1,9;0,6;304;11,2;81,14;564;0;0
01-02-2024 05:00;40;18;81,5;14,9;96,5;0;0,57;0,7;0,6;330;10,2;82,87;564;0;0
01-02-2024 06:00;54;39;132,8;14,3;147,1;0;0,73;0;0,7;303;10;84,63;565;0;0
01-02-2024 07:00;52;29;84,1;17,1;101,2;0;0,66;0,2;1,2;339;11;86,29;565;7;0
01-02-2024 08:00;57;30;79,2;17,8;97;0;0,65;1,5;0,8;313;13,9;81,69;565;116;0
01-02-2024 09:00;37;18;18,5;8,1;26,6;0;0,34;9,1;1,7;247;20;61,57;565;403;0
01-02-2024 10:00;42;13;2,5;3,4;5,9;0;0,27;13,7;1,4;185;21;49,97;565;298;0
01-02-2024 11:00;48;24;6;10;16;0;0,33;12,2;1,9;353;20;54,01;565;213;0
01-02-2024 12:00;25;11;3,3;3,6;6,9;0;0,26;13,5;2;95;21,4;49,3;565;413;0
01-02-2024 13:00;18;5;1,5;1,1;2,6;0;0,23;16,1;1,9;125;24,3;40,82;564;785;0
01-02-2024 14:00;60;24;0,8;3,3;4,1;0;0,29;22,6;3;270;21,9;45,85;563;257;0
01-02-2024 15:00;86;27;1,9;10,4;12,3;0;0,33;20,6;2,6;245;19,7;54,26;563;183;0,9
01-02-2024 16:00;39;19;8,3;27,5;35,8;0;0,42;9,8;1;233;15,1;71,29;563;32;1,4
01-02-2024 17:00;52;36;16,2;35;51,1;0;0,5;6,3;0,5;273;17;76,15;563;88;0
01-02-2024 18:00;47;34;4;20,5;24,5;0;0,37;10,6;1;237;18,1;67,28;563;59;0
01-02-2024 19:00;47;28;13,3;15,7;29;0;0,33;6,8;0,5;305;16,2;72,11;564;0;0
01-02-2024 20:00;50;26;26,7;24,1;50,8;0;0,4;0,8;0,6;280;15,3;76,34;564;0;0
01-02-2024 21:00;41;17;7;13,8;20,8;0;0,29;4,9;0,8;144;15,2;75,03;565;0;0
01-02-2024 22:00;30;19;6,5;16,9;23,4;0;0,39;3,4;0,7;300;15;75,13;565;0;0
01-02-2024 23:00;33;18;3,1;8,8;11,9;0;0,29;7,6;1,3;120;15,4;74,27;565;0;0
01-02-2024 24:00;26;16;3;8;11;0;0,27;8,8;1,2;133;15;75,37;565;0;0,3
02-02-2024 01:00;14;7;1,2;6,7;7,9;0;0,25;10,4;1,2;146;14,4;76,29;565;0;0,4
02-02-2024 02:00;23;5;2,8;9,8;12,6;0;0,26;6,3;0,6;287;13,8;79,7;564;0;0,2
02-02-2024 03:00;17;10;22,3;13,7;36;0;0,33;2,1;0,4;286;13,6;82,46;564;0;0
02-02-2024 04:00;20;11;27,3;15;42,3;0;0,35;0,5;0,7;295;13,6;83,81;564;0;0
02-02-2024 05:00;20;12;11,7;16,7;28,4;0;0,31;2,5;0,6;192;13,6;83,03;564;0;0
02-02-2024 06:00;41;21;79,2;16;95,2;0;0,63;0,2;0,6;324;12,9;82,21;564;0;0
02-02-2024 07:00;58;31;121,5;14,4;135,9;0;1;0,2;0,4;321;12,5;83,85;564;1;0
02-02-2024 08:00;62;37;135,1;19,1;154,2;0;1,73;3,6;0,6;261;13,5;84,87;565;33;0
02-02-2024 09:00;45;24;38,5;17,1;55,6;0;0,8;3,5;0,8;303;15,2;78,89;565;112;0
02-02-2024 10:00;26;15;9,2;10,7;19,9;0;0,44;10,2;1;53;18,2;65,45;566;176;0
02-02-2024 11:00;22;13;4,3;5,5;9,8;0;0,33;13,5;1,3;109;19,3;60,57;565;296;0
02-02-2024 12:00;22;15;5;5,9;10,9;0;0,32;14,2;1,8;99;20;54,21;565;286;0
02-02-2024 13:00;19;9;4,6;5,9;10,5;0;0,32;14,3;1,8;99;20,2;53,67;564;293;0
02-02-2024 14:00;19;13;2,4;2,8;5,2;0;0,28;19;1,3;244;22,8;46,17;563;587;0
02-02-2024 15:00;18;12;3,3;6,3;9,6;0;0,32;17,3;1,3;11;22;44,02;563;167;0
02-02-2024 16:00;40;16;2,1;5,7;7,8;0;0,33;20,3;2,6;290;21,1;50,6;562;243;0
02-02-2024 17:00;79;24;0,8;5,7;6,5;0;0,31;21,4;2,3;257;18,9;60,36;563;77;0
02-02-2024 18:00;40;19;0,6;9,6;10,2;0;0,34;15;1,4;245;17,2;67,49;563;3;0
02-02-2024 19:00;37;16;0,3;6,8;7,1;0;0,32;14,1;1,9;254;15,9;73,13;564;0;0
02-02-2024 20:00;33;18;0,2;8,6;8,8;0;0,41;12,2;0,7;233;15,6;75,49;564;0;0
02-02-2024 21:00;39;25;0,3;13,7;14,1;0;0,47;8,8;1;297;15,4;76,57;564;0;0
02-02-2024 22:00;40;27;0,2;12,6;12,8;0;0,39;8;0,8;326;14,9;79,09;565;0;0
02-02-2024 23:00;38;23;0,3;8,8;9,1;0;0,35;9;0,6;284;14,6;80,24;565;0;0
02-02-2024 24:00;26;19;0,6;9,5;10,1;0;0,34;9,2;0,4;311;14,7;80,7;565;0;0
03-02-2024 01:00;31;14;0,5;10,3;10,8;0;0,34;7,3;0,7;335;14,7;80,57;564;0;0,1
03-02-2024 02:00;30;20;0,5;12,6;13;0;0,35;5,1;0,8;318;14,3;82,58;564;0;0
03-02-2024 03:00;26;22;0,4;9,7;10,1;0;0,32;4,8;0,5;315;14,1;82,93;564;0;0
03-02-2024 04:00;28;21;0,2;9,7;9,8;0;0,33;5,8;0,7;282;14;82,87;564;0;0
03-02-2024 05:00;29;18;6,2;11,5;17,7;0;0,31;6,5;0,6;203;14,1;80,93;564;0;0
03-02-2024 06:00;27;8;0,2;5,3;5,5;0;0,26;10,2;0,4;272;14,2;78,89;564;0;0
03-02-2024 07:00;18;8;0,6;7,3;7,9;0;0,31;9,6;0,5;209;14;78,17;564;2;0
03-02-2024 08:00;38;16;17,8;25;42,8;0;0,75;4,6;1,8;178;14,9;76,15;565;64;0
03-02-2024 09:00;33;15;25,4;25,9;51,4;0;0,92;8,4;1,6;203;18,5;67,84;565;317;0
03-02-2024 10:00;30;3;6,7;10,8;17,5;0;0,46;16,5;1;294;20,1;54,92;565;346;0
03-02-2024 11:00;23;4;5,3;8,6;13,9;0;0,43;20,1;1;231;22,9;48,64;565;592;0
03-02-2024 12:00;26;3;3,6;7;10,6;0;0,36;24,5;1,5;242;24,2;39,97;564;781;0
03-02-2024 13:00;28;1;1;2,5;3,5;0;0,28;29,9;2,1;274;25,3;32,98;563;882;0
03-02-2024 14:00;82;16;0,9;2,7;3,6;0;0,3;22,2;5,6;262;21,4;52,95;563;757;0
03-02-2024 15:00;33;9;0,2;1,8;2;0;0,27;17,9;3;261;18,2;63,1;563;111;0
03-02-2024 16:00;25;9;0,1;1,6;1,6;0;0,25;16,6;1,6;285;17,3;68,43;563;42;0
03-02-2024 17:00;27;9;1,2;6,3;7,5;0;0,31;14,9;1,2;334;17,9;65,34;563;34;0
03-02-2024 18:00;18;10;0,6;6,5;7,1;0;0,31;15,6;2,2;335;16,2;69,83;563;19;0
03-02-2024 19:00;22;17;0,3;15,5;15,8;0;0,38;8,8;0,9;298;15,1;75,47;563;0;0
03-02-2024 20:00;30;11;5,8;25,1;30,8;0;0,51;5,4;1,5;350;14,4;77,31;563;0;0
03-02-2024 21:00;22;15;2,6;16,1;18,7;0;0,41;8;0,8;281;15,2;75,05;564;0;0
03-02-2024 22:00;26;11;4,8;19,1;23,8;0;0,52;5,1;0,7;278;14,6;77,21;564;0;0
03-02-2024 23:00;22;9;13,3;22,9;36,2;0;0,57;2,6;0,5;176;14,5;79,7;564;0;0
03-02-2024 24:00;19;9;9,8;16,8;26,5;0;0,44;2,7;0,5;348;14,2;79,6;564;0;0,9
04-02-2024 01:00;24;10;15,2;23,2;38,3;0;0,54;0,6;0,5;74;13,7;82,43;564;0;1,1
04-02-2024 02:00;27;19;7,2;22,3;29,5;0;0,52;0,6;0,5;328;13,6;83,92;563;0;0,1
04-02-2024 03:00;25;16;4,1;17,2;21,3;0;0,38;2,4;0,8;285;13,5;84,23;563;0;0,1
04-02-2024 04:00;11;4;0,2;4,2;4,4;0;0,24;11,5;1,3;323;13,4;79,11;563;0;0
04-02-2024 05:00;12;7;0,2;4,5;4,8;0;0,23;10,3;1,3;330;12,8;81,68;563;0;0,1
04-02-2024 06:00;13;6;5,7;10,9;16,6;0;0,32;6,1;0,5;277;12,7;82,79;563;0;0
04-02-2024 07:00;21;7;4;15,4;19,4;0;0,35;2,5;0,8;322;12,6;83,95;563;7;0
04-02-2024 08:00;25;13;10,9;14,3;25,2;0;0,44;3,7;1,3;345;13,5;84,46;564;71;0
04-02-2024 09:00;23;8;5,6;7,4;13;0;0,32;10;1,2;246;16,2;72,89;565;164;0
04-02-2024 10:00;24;6;3,6;4;7,6;0;0,28;13,3;1,3;304;18,2;63,88;565;321;0
04-02-2024 11:00;19;10;2;3,3;5,3;0;0,28;16,3;1,6;320;18,6;57,65;564;216;0
04-02-2024 12:00;20;9;2,3;4,7;6,9;0;0,3;15,6;1,2;20;19;58,07;564;162;0
04-02-2024 13:00;15;10;1,9;2,9;4,8;0;0,26;15,5;1,8;120;18,7;57,98;564;170;0
04-02-2024 14:00;11;7;2,8;4,7;7,5;0;0,29;14,4;1,7;126;19;57,02;563;211;0
04-02-2024 15:00;8;6;2,1;3;5,2;0;0,27;15;1,5;131;19,9;55,81;563;283;0
04-02-2024 16:00;9;3;1,2;2,1;3,3;0;0,26;17,2;1,6;203;21,2;49,3;562;295;0
04-02-2024 17:00;9;2;0,6;0,9;1,5;0;0,24;19,1;1,3;245;22,2;42,93;562;219;0
04-02-2024 18:00;11;3;0,4;4;4,4;0;0,32;18,7;1,5;273;18,7;53,64;562;34;0
04-02-2024 19:00;26;9;0,2;6,2;6,4;0;0,33;15,9;1,2;248;16,8;66,93;563;0;0
04-02-2024 20:00;23;14;0,7;16;16,8;0;0,51;8,4;0,7;217;16,2;72,48;563;0;0
04-02-2024 21:00;27;17;3,1;18,4;21,5;0;0,48;6,2;0,6;144;15,2;75,57;564;0;0,1
04-02-2024 22:00;13;12;11,3;21,5;32,8;0;0,47;3,3;0,6;67;14,5;73,93;564;0;0
04-02-2024 23:00;12;7;5,4;13,8;19,2;0;0,29;6,8;0,9;112;14,9;72,1;564;0;0
04-02-2024 24:00;13;6;2,7;8,7;11,4;0;0,24;9,3;1,3;100;14,7;73,21;564;0;0
05-02-2024 01:00;16;4;2,8;7,4;10,2;0;0,22;9;1,2;106;14,5;74,14;564;0;0
05-02-2024 02:00;14;8;0,8;4,7;5,5;0;0,21;10,2;1;124;13,7;74,67;563;0;0
05-02-2024 03:00;13;6;9,6;11,8;21,5;0;0,23;6,3;0,7;355;12,8;76,78;563;0;0
05-02-2024 04:00;17;6;25,4;13;38,4;0;0,27;6;0,8;39;13,2;79,24;563;0;0
05-02-2024 05:00;15;7;8;10,2;18,2;0;0,25;8,4;1,7;154;13,7;76,53;563;0;0
05-02-2024 06:00;20;10;14,3;16,9;31,3;0;0,35;4,5;0,9;142;13,1;78,2;563;0;0,1
05-02-2024 07:00;22;7;12;18,4;30,4;0;0,51;5;1,1;115;13,4;78,39;564;8;0
05-02-2024 08:00;34;14;31,5;15,5;47,1;0;0,61;6,5;0,8;121;15,4;75,43;564;103;0
05-02-2024 09:00;18;9;13,4;16,5;29,9;0;0,43;7,9;1;59;16,4;67,12;565;97;0
05-02-2024 10:00;32;13;9,9;14,7;24,6;0;0,44;8,3;1,1;340;16,8;65,94;565;126;0
05-02-2024 11:00;23;10;5,9;8,2;14,1;0;0,35;12,7;1,3;322;17,7;62,35;565;227;0
05-02-2024 12:00;23;10;4,1;5,7;9,7;0;0,32;16,1;1,4;295;19,3;56,35;564;312;0
05-02-2024 13:00;32;18;9,3;15,9;25,1;0;0,47;12,6;1,7;216;17,5;60,68;564;92;0,4
05-02-2024 14:00;37;17;20,9;33;53,9;0;0,85;5,8;2;162;14,7;76,64;563;95;1,3
05-02-2024 15:00;31;15;14;21,9;35,9;0;0,6;14,4;1,2;165;17;69,4;562;258;0
05-02-2024 16:00;25;22;14,1;27,6;41,6;0;0,64;15,2;1,1;146;18,6;57,4;562;182;0
05-02-2024 17:00;25;16;5,4;22,4;27,8;0;0,48;9,6;2;203;16,4;64,3;562;29;0
05-02-2024 18:00;15;8;2,1;15;17,2;0;0,37;6,4;1,2;223;15,2;74,02;563;2;0,1
05-02-2024 19:00;28;17;31,1;25,9;57;0;0,88;0,9;0,6;33;14;78,47;563;0;0,1
05-02-2024 20:00;36;17;47,8;23,5;71,2;0;0,95;0;0,5;307;13,5;82,14;563;0;0
05-02-2024 21:00;61;20;104,9;18,7;123,5;0;1,11;0,1;0,5;117;13;83,64;564;0;0
05-02-2024 22:00;38;16;83,1;17,5;100,6;0;0,96;0,1;0,5;271;12,5;84,04;564;0;0,1
05-02-2024 23:00;47;18;97,9;14,6;112,6;0;1,03;0,1;0,5;296;12,6;85,48;565;0;0
05-02-2024 24:00;29;10;47,8;16;63,8;0;0,7;0,1;0,7;298;12,9;85,85;564;0;0
06-02-2024 01:00;26;13;56,7;17,5;74,2;0;0,7;0,1;0,5;306;13,1;84,88;564;0;0,1
06-02-2024 02:00;22;12;42,9;15,3;58,2;0;0,52;0;0,7;350;12,9;84,64;564;0;0
06-02-2024 03:00;23;17;31,2;13,8;45;0;0,37;0,2;0,5;308;12,8;84,47;563;0;0
06-02-2024 04:00;31;14;56,4;12;68,4;0;0,43;0,1;0,5;289;12,9;85,32;563;0;0
06-02-2024 05:00;43;20;77,3;11,3;88,6;0;0,51;0,1;0,4;319;12,9;85,31;564;0;0
06-02-2024 06:00;37;21;75,2;13,3;88,6;0;0,57;0;0,4;292;12,9;85,06;564;0;0
06-02-2024 07:00;38;23;69,4;13,8;83,3;0;0,74;0,1;0,4;331;13;85,08;564;3;0
06-02-2024 08:00;54;23;71,3;17;88,3;0;0,82;0,4;0,4;261;14;84,19;565;27;0
06-02-2024 09:00;56;17;43,7;16,7;60,5;0;0,65;3,6;0,7;312;17,2;74,21;565;260;0
06-02-2024 10:00;27;7;6,5;5,8;12,2;0;0,29;10,6;0,9;192;20,5;55,24;565;357;0
06-02-2024 11:00;17;4;4,3;5,4;9,7;0;0,25;11,4;1,2;185;20;52,45;565;219;0
06-02-2024 12:00;26;4;3,7;5,7;9,4;0;0,29;13,9;1,1;256;20,8;50,95;565;227;0
06-02-2024 13:00;42;17;28,7;20,2;48,9;0;0,55;4,3;1,6;158;15,9;66,3;564;25;5,7
06-02-2024 14:00;26;5;10,6;17;27,6;0;0,38;3;0,9;295;14,3;82,03;564;20;7,7
06-02-2024 15:00;21;9;12,8;15,4;28,2;0;0,34;3,4;2,4;342;14;85,18;563;67;2,6
06-02-2024 16:00;16;6;11,6;13,7;25,4;0;0,28;4,3;2,3;338;14,9;83,33;563;79;0,1
06-02-2024 17:00;16;10;6,3;13,7;20;0;0,26;3,9;1;303;14,8;80,07;563;28;0,1
06-02-2024 18:00;25;13;26,1;17,7;43,8;0;0,53;1,7;0,6;211;14,4;82,08;564;3;0,6
06-02-2024 19:00;23;13;33,9;24,4;58,3;0;0,91;0,1;1;189;14;83,94;564;0;0,7
06-02-2024 20:00;32;21;60;26,7;86,7;0;1,32;0,1;0,8;186;13,6;84,87;564;0;0,3
06-02-2024 21:00;26;20;66,5;22,8;89,3;0;1,23;0;0,6;323;13,2;85,09;565;0;0,1
06-02-2024 22:00;33;20;104,2;16,9;121,1;0;1,28;0;0,6;27;13;85,84;565;0;0
06-02-2024 23:00;29;13;56,1;15,9;72,1;0;0,76;0,5;1,2;23;12,8;86,24;565;0;0,1
06-02-2024 24:00;12;8;10,9;9,7;20,6;0;0,3;3,7;1,1;101;12,8;85,03;565;0;0
07-02-2024 01:00;11;6;2,9;5,7;8,6;0;0,18;4,3;0,8;107;12,9;83,79;565;0;0
07-02-2024 02:00;16;8;8,2;11,5;19,6;0;0,29;0,7;0,6;309;13;83,9;565;0;0
07-02-2024 03:00;16;6;4,4;8,9;13,3;0;0,23;1,5;0,4;266;13;83,03;564;0;0
07-02-2024 04:00;19;4;13,6;10,8;24,4;0;0,23;1,3;0,7;109;12,9;82,47;565;0;0
07-02-2024 05:00;18;3;11,9;10,9;22,7;0;0,2;2;0,9;250;12,9;79,86;564;0;0
07-02-2024 06:00;18;6;8;10,4;18,4;0;0,24;1,2;0,4;297;12,4;80,3;565;0;0
07-02-2024 07:00;20;11;18,6;10,2;28,8;0;0,35;0,7;0,7;285;12;83,84;565;5;0
07-02-2024 08:00;26;9;24,9;10,2;35;0;0,48;4,2;1;8;15,8;79,27;566;129;0
07-02-2024 09:00;13;5;12,9;6,3;19,2;0;0,32;7,1;1,6;81;18,8;64,22;566;335;0
07-02-2024 10:00;15;4;4;1,6;5,6;0;0,21;10,7;1,6;124;20,4;54,86;566;555;0
07-02-2024 11:00;16;6;3,2;1,7;4,9;0;0,21;11,7;1,7;186;21,7;50,27;565;592;0
07-02-2024 12:00;22;5;2,5;3,6;6,1;0;0,25;12,5;1,3;241;21,1;47,12;565;201;0
07-02-2024 13:00;30;5;5,5;6,8;12,3;0;0,28;11,4;1,9;208;20,6;50,35;565;190;0
07-02-2024 14:00;39;16;2;7,1;9,1;0;0,3;19,1;2,4;267;19,4;59,47;564;133;0
07-02-2024 15:00;53;21;8,9;23,1;32,1;0;0,5;9,4;1;283;18,8;64,18;564;44;0,8
07-02-2024 16:00;31;12;2,5;13,3;15,8;0;0,33;10,8;1,4;280;15,4;72,68;564;13;7,8
07-02-2024 17:00;19;8;12,7;16,4;29,1;0;0,42;7,1;1,2;283;14;81,06;564;33;1,3
07-02-2024 18:00;20;13;19,7;22,9;42,6;0;0,65;2,9;0,8;322;13,7;82,68;564;15;0
07-02-2024 19:00;24;14;13,8;21,6;35,4;0;0,64;1,2;0,6;286;13,3;83,65;564;0;0
07-02-2024 20:00;25;14;18,9;21,4;40,2;0;0,64;0,1;0,6;229;13,5;85,47;564;0;0,1
07-02-2024 21:00;26;16;16,7;16,4;33,1;0;0,43;0,6;0,6;97;13,9;84,41;565;0;0
07-02-2024 22:00;36;16;30,6;15,6;46,2;0;0,71;0;0,5;258;12,5;83,81;565;0;0
07-02-2024 23:00;33;13;32,8;14,6;47,4;0;0,76;0,2;0,4;289;11,5;84,8;566;0;0
07-02-2024 24:00;62;16;90,3;11,8;102,2;0;1,07;0;0,6;300;10,9;85,74;566;0;0
08-02-2024 01:00;52;27;175,8;8,7;184,4;0;1,17;0,1;0,6;316;10,1;85,86;565;0;0
08-02-2024 02:00;37;22;117,7;8,7;126,4;0;0,89;0,1;0,6;294;9,6;86,09;565;0;0
08-02-2024 03:00;29;12;107,5;7,4;114,9;0;0,73;0,2;0,6;338;8,9;85,95;565;0;0
08-02-2024 04:00;36;17;126;8,1;134,1;0;0,63;0;0,7;311;8,9;86,43;564;0;0
08-02-2024 05:00;42;17;75,8;9,6;85,4;0;0,48;0,1;0,6;337;9,4;87,02;564;0;0
08-02-2024 06:00;23;22;49;10,6;59,6;0;0,39;0;0,8;337;9,2;86,85;564;0;0
08-02-2024 07:00;34;18;63,3;11;74,3;0;0,58;0,2;0,9;300;8,9;86,73;565;12;0,1
08-02-2024 08:00;56;38;120,2;13,3;133,5;0;1,03;0,6;1;329;11,5;87,96;565;143;0
08-02-2024 09:00;45;25;60,8;13,8;74,6;0;0,72;2,7;1,5;344;16,9;81,37;565;358;0
08-02-2024 10:00;30;14;0;0;0;0;0;0;2,1;347;19,2;62,67;566;469;0
08-02-2024 11:00;26;10;0;0;0;0;0;0;1,8;330;18,9;55,94;565;267;0
08-02-2024 12:00;23;7;0;0;0;0;0;0;1,6;101;18,6;57,17;565;196;0
08-02-2024 13:00;18;5;5,1;4,3;9,4;0;0,28;8,9;1,5;104;20,3;54,2;564;336;0
08-02-2024 14:00;25;7;3,1;4,5;7,7;0;0,25;10,1;1,9;304;18,7;57,25;564;109;0
08-02-2024 15:00;18;10;1,2;6,5;7,7;0;0,24;9,8;1,1;284;17;69,54;563;86;0,2
08-02-2024 16:00;29;14;1,8;4,7;6,4;0;0,25;13,2;1,5;273;18,7;66,28;563;181;0
08-02-2024 17:00;48;24;2,4;14,2;16,6;0;0,35;12,2;1,2;234;17,6;69,1;563;58;0
08-02-2024 18:00;45;28;2,8;14,6;17,5;0;0,38;11,8;0,9;254;16,9;71,24;564;20;0
08-02-2024 19:00;37;25;0,8;19,4;20,1;0;0,45;6,1;0,6;274;15,3;75,72;564;0;0
08-02-2024 20:00;47;24;2,4;24,5;26,9;0;0,59;2,5;0,5;305;15;79,15;564;0;0
08-02-2024 21:00;41;14;0,8;20,7;21,5;0;0,46;1,7;0,5;315;14,1;77,95;565;0;0
08-02-2024 22:00;41;17;7,9;20,3;28,2;0;0,54;0,3;0,5;312;12,9;80,91;565;0;0
08-02-2024 23:00;49;22;53;17,8;70,8;0;0,79;0;0,6;333;13,2;83,92;565;0;0
08-02-2024 24:00;29;21;8,6;17,2;25,8;0;0,46;1;0,6;224;13,7;82,83;565;0;0
09-02-2024 01:00;44;24;29,1;19;48,1;0;0,64;0,1;0,5;310;13,5;81,93;565;0;0
09-02-2024 02:00;47;19;30,4;17;47,3;0;0,61;0,1;0,6;297;13,3;82,12;564;0;0
09-02-2024 03:00;45;20;39,5;16,1;55,5;0;0,69;0,1;0,4;328;13,2;83,47;564;0;0
09-02-2024 04:00;56;26;52,7;16,2;68,8;0;0,67;0,2;0,4;311;13,4;83,67;564;0;0
09-02-2024 05:00;55;24;91,7;14,7;106,4;0;0,76;0,1;0,4;291;13,4;83,97;564;0;0
09-02-2024 06:00;48;25;95,2;13,6;108,8;0;0,82;0;0,7;344;13;84,04;564;0;0
09-02-2024 07:00;62;29;123,3;11,8;135,1;0;1,45;0,3;0,5;269;12,3;84,72;564;7;0
09-02-2024 08:00;89;53;145,4;20;165,4;0;1,74;1;0,6;221;15,6;85,12;565;133;0
09-02-2024 09:00;31;8;13,6;8,7;22,3;0;0,41;7,3;0,8;232;20,5;61,97;565;273;0
09-02-2024 10:00;24;5;4,8;3,4;8,2;0;0,27;10,5;1,7;142;20,9;53,48;565;450;0
09-02-2024 11:00;23;5;5,4;4,5;10;0;0,29;10,6;1,8;107;20,2;50,13;565;255;0
09-02-2024 12:00;23;6;6,7;5,6;12,3;0;0,34;9,8;1,7;87;19,9;53,89;565;248;0
09-02-2024 13:00;28;6;4,8;4,7;9,5;0;0,3;9;1,4;87;18,9;58,91;564;138;0,3
09-02-2024 14:00;25;5;6,7;5,6;12,3;0;0,33;9,2;1,9;65;18,9;63,16;564;227;0
09-02-2024 15:00;16;6;9,1;5,1;14,2;0;0,31;9,6;3,2;64;20,5;58,76;563;464;0
09-02-2024 16:00;24;6;9,1;6,6;15,8;0;0,33;9,7;2;106;21;54,35;563;295;0
09-02-2024 17:00;23;8;9,8;7;16,7;0;0,36;9,8;3;81;20,2;54,01;563;193;0
09-02-2024 18:00;17;5;6,2;7,7;13,8;0;0,35;8,9;1,9;133;17,5;58,77;563;15;0
09-02-2024 19:00;24;3;8;11,4;19,3;0;0,38;5,6;1,2;137;15,7;64,61;563;0;0
09-02-2024 20:00;22;9;18,5;13,2;31,7;0;0,47;2,5;0,7;286;14;69,74;564;0;0
09-02-2024 21:00;46;16;47,8;14,9;62,7;0;0,65;1,1;0,8;45;13,2;74,69;564;0;0
09-02-2024 22:00;18;10;9,9;10,6;20,5;0;0,35;4,2;1,3;87;14,5;74,34;565;0;0
09-02-2024 23:00;15;6;12,7;12,5;25,3;0;0,37;3,2;1,1;78;14,5;73,08;565;0;0
09-02-2024 24:00;23;6;10,9;12,9;23,9;0;0,32;3;0,9;90;14,1;73,13;565;0;0
10-02-2024 01:00;15;6;3,8;10,5;14,3;0;0,25;4,6;0,7;104;13,9;74,19;565;0;0
10-02-2024 02:00;16;3;2,2;10,9;13,2;0;0,25;2,5;0,4;283;13;77,16;564;0;0
10-02-2024 03:00;18;6;26,7;12,2;38,8;0;0,32;0,7;0,6;282;12,7;79,41;564;0;0
10-02-2024 04:00;18;6;38,9;12;50,8;0;0,36;0,2;0,6;313;12;81,76;564;0;0
10-02-2024 05:00;34;9;62,3;13,6;75,9;0;0,42;0,6;0,7;337;12,5;82,97;564;0;0
10-02-2024 06:00;25;12;50,6;14,3;64,9;0;0,42;0,1;0,9;297;12,6;81,49;564;0;0
10-02-2024 07:00;28;14;29,1;14,5;43,6;0;0,45;0,4;0,5;314;12,6;81,9;564;4;0
10-02-2024 08:00;31;15;31,2;14,9;46,1;0;0,63;1,3;0,8;322;13,8;82,31;565;42;0
10-02-2024 09:00;20;14;19,1;16,2;35,3;0;0,54;2,7;0,9;341;15;77,96;565;96;0,3
10-02-2024 10:00;22;8;10,4;5,5;15,9;0;0,32;10,5;1,8;88;19;67,1;565;463;0
10-02-2024 11:00;17;7;2,4;1,2;3,7;0;0,24;13,9;1,9;148;21,3;52,58;565;673;0
10-02-2024 12:00;15;13;6,7;4,4;11;0;0,28;12,3;2,8;47;20,7;49,81;565;465;0
10-02-2024 13:00;15;8;2,9;1,8;4,7;0;0,25;14,3;1,9;85;21,4;49;564;552;0
10-02-2024 14:00;19;6;4,1;2,8;6,9;0;0,27;14,6;2,3;30;22,3;45,1;564;553;0
10-02-2024 15:00;18;4;5,1;4,8;9,9;0;0,29;14;2,5;88;21,1;45;563;269;0
10-02-2024 16:00;28;5;6,8;4,3;11,1;0;0,36;13,1;4,2;63;21,1;49,98;563;444;0
10-02-2024 17:00;23;11;8,4;4,6;13,1;0;0,3;12,8;4,6;66;19,8;51,28;563;284;0
10-02-2024 18:00;15;7;5,4;5,6;11;0;0,32;11,7;2,7;82;18,3;51,59;563;69;0
10-02-2024 19:00;17;7;10,4;14,7;25,1;0;0,44;5,8;1,3;80;15,4;58,62;564;0;0
10-02-2024 20:00;18;6;8,5;11,5;20;0;0,38;7,1;1,6;66;14,2;63,98;564;0;0
10-02-2024 21:00;30;6;10,7;15;25,6;0;0,46;2,7;0,7;76;13;67,51;565;0;0
10-02-2024 22:00;27;9;17,2;14,9;32;0;0,48;1,6;0,8;351;11,5;74,36;565;0;0
10-02-2024 23:00;15;8;5;10,7;15,7;0;0,34;3,6;0,5;299;11,1;75,74;565;0;0
10-02-2024 24:00;31;13;54;14,1;68,2;0;0,69;0,2;0,7;339;9,7;78,59;565;0;0
11-02-2024 01:00;35;14;77;12,5;89,5;0;0,78;0,1;0,6;219;9;81,53;564;0;0
11-02-2024 02:00;39;11;93,8;9,8;103,6;0;0,86;0,1;0,6;348;8,1;82,37;564;0;0
11-02-2024 03:00;26;10;65,3;10,2;75,5;0;0,65;0;0,6;313;8,5;84,76;564;0;0
11-02-2024 04:00;27;12;55,3;9,5;64,9;0;0,6;0;0,5;262;7,9;84,72;563;0;0
11-02-2024 05:00;37;17;93,9;6,7;100,6;0;0,63;0,1;0,5;39;6,8;83,93;564;0;0
11-02-2024 06:00;31;19;70,8;5,6;76,4;0;0,55;0,1;0,4;318;7;84,88;564;0;0
11-02-2024 07:00;32;13;42,6;8,8;51,4;0;0,51;0,4;0,7;317;8,5;86,24;564;17;0
11-02-2024 08:00;32;17;22,1;7,7;29,8;0;0,39;2,8;1,2;335;12,9;86,05;565;168;0
11-02-2024 09:00;27;12;10,4;4,6;15;0;0,25;8,9;1,1;305;18,5;63,72;565;396;0
11-02-2024 10:00;17;8;2,4;1,3;3,6;0;0,16;13,7;1,4;98;20;47,47;565;405;0
