Fecha;PM10;PM2.5;NO;NO2;NOX;SO2;CO;OZONO;Vel Viento;Dir Viento;Temperatura;Temperatura;HR;Presion Baro;Red Solar;Precipitacion;BC ug/m3
01-01-2024 01:00;95;72;0;0;0;0;0;0;0;0;14,2;0;0;0;0;0;0
01-01-2024 02:00;153;116;0;0;0;0;0;0;0;0;14,4;0;0;0;0;0;0
01-01-2024 03:00;132;106;0;0;0;0;0;0;0;0;13,6;0;0;0;0;0;0
01-01-2024 04:00;62;44;0;0;0;0;0;0;0;0;13,4;0;0;0;0;0;0
01-01-2024 05:00;59;37;0;0;0;0;0;0;0;0;13,6;0;0;0;0;0;0
01-01-2024 06:00;72;37;0;0;0;0;0;0;0;0;12,9;0;0;0;0;0;0
01-01-2024 07:00;119;58;0;0;0;0;0;0;0;0;12,7;0;0;0;0;0;0
01-01-2024 08:00;66;36;0;0;0;0;0;0;0;0;15,7;0;0;0;0;0;0
01-01-2024 09:00;59;0;0;0;0;0;0;0;0;0;18,9;0;0;0;0;0;0
01-01-2024 10:00;58;15;0;0;0;0;0;0;0;0;21,7;0;0;0;0;0;0
01-01-2024 11:00;27;22;0;0;0;0;0;0;0;0;21,8;0;0;0;0;0;0
01-01-2024 12:00;0;22;0;0;0;0;0;0;0;0;22,7;0;0;0;0;0;0
01-01-2024 13:00;58;46;0;0;0;0;0;0;0;0;24,6;0;0;0;0;0;0
01-01-2024 14:00;64;31;0;0;0;0;0;0;0;0;24,3;0;0;0;0;0;0
01-01-2024 15:00;63;34;0;0;0;0;0;0;0;0;23,5;0;0;0;0;0;0
01-01-2024 16:00;53;37;0;0;0;0;0;0;0;0;21,7;0;0;0;0;0;0
01-01-2024 17:00;33;33;0;0;0;0;0;0;0;0;19,8;0;0;0;0;0;0
01-01-2024 18:00;0;30;0;0;0;0;0;0;0;0;17,4;0;0;0;0;0;0
01-01-2024 19:00;0;26;0;0;0;0;0;0;0;0;16,2;0;0;0;0;0;0
01-01-2024 20:00;55;25;0;0;0;0;0;0;0;0;15,6;0;0;0;0;0;0
01-01-2024 21:00;70;27;0;0;0;0;0;0;0;0;15,5;0;0;0;0;0;0
01-01-2024 22:00;102;40;0;0;0;0;0;0;0;0;15,9;0;0;0;0;0;0
01-01-2024 23:00;106;38;0;0;0;0;0;0;0;0;15,3;0;0;0;0;0;0
01-01-2024 24:00;88;46;0;0;0;0;0;0;0;0;15,1;0;0;0;0;0;0
02-01-2024 01:00;63;28;0;0;0;0;0;0;0;0;14,2;0;0;0;0;0;0
02-01-2024 02:00;74;25;0;0;0;0;0;0;0;0;13,2;0;0;0;0;0;0
02-01-2024 03:00;48;24;0;0;0;0;0;0;0;0;12,5;0;0;0;0;0;0
02-01-2024 04:00;55;15;0;0;0;0;0;0;0;0;11,5;0;0;0;0;0;0
02-01-2024 05:00;69;27;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0
02-01-2024 06:00;82;34;0;0;0;0;0;0;0;0;10,5;0;0;0;0;0;0
02-01-2024 07:00;104;40;0;0;0;0;0;0;0;0;11,1;0;0;0;0;0;0
02-01-2024 08:00;100;34;0;0;0;0;0;0;0;0;14,2;0;0;0;0;0;0
02-01-2024 09:00;75;35;0;0;0;0;0;0;0;0;18,6;0;0;0;0;0;0
02-01-2024 10:00;86;26;0;0;0;0;0;0;0;0;20,9;0;0;0;0;0;0
02-01-2024 11:00;61;27;0;0;0;0;0;0;0;0;22,7;0;0;0;0;0;0
02-01-2024 12:00;44;26;0;0;0;0;0;0;0;0;24,2;0;0;0;0;0;0
02-01-2024 13:00;76;52;0;0;0;0;0;0;0;0;23,6;0;0;0;0;0;0
02-01-2024 14:00;74;43;0;0;0;0;0;0;0;0;22,8;0;0;0;0;0;0
02-01-2024 15:00;79;38;0;0;0;0;0;0;0;0;21,3;0;0;0;0;0;0
02-01-2024 16:00;63;38;0;0;0;0;0;0;0;0;20,5;0;0;0;0;0;0
02-01-2024 17:00;63;26;0;0;0;0;0;0;0;0;18,4;0;0;0;0;0;0
02-01-2024 18:00;69;41;0;0;0;0;0;0;0;0;17,4;0;0;0;0;0;0
02-01-2024 19:00;70;28;0;0;0;0;0;0;0;0;16,4;0;0;0;0;0;0
02-01-2024 20:00;80;25;0;0;0;0;0;0;0;0;16,1;0;0;0;0;0;0
02-01-2024 21:00;86;41;0;0;0;0;0;0;0;0;15,9;0;0;0;0;0;0
02-01-2024 22:00;80;32;0;0;0;0;0;0;0;0;15,8;0;0;0;0;0;0
02-01-2024 23:00;94;31;0;0;0;0;0;0;0;0;15,1;0;0;0;0;0;0
02-01-2024 24:00;87;32;0;0;0;0;0;0;0;0;14,7;0;0;0;0;0;0
03-01-2024 01:00;104;37;0;0;0;0;0;0;0;0;14,1;0;0;0;0;0;0
03-01-2024 02:00;111;39;0;0;0;0;0;0;0;0;14,1;0;0;0;0;0;0
03-01-2024 03:00;102;45;0;0;0;0;0;0;0;0;13,8;0;0;0;0;0;0
03-01-2024 04:00;112;52;0;0;0;0;0;0;0;0;13,1;0;0;0;0;0;0
03-01-2024 05:00;101;51;0;0;0;0;0;0;0;0;12,6;0;0;0;0;0;0
03-01-2024 06:00;108;55;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0
03-01-2024 07:00;105;42;0;0;0;0;0;0;0;0;11,9;0;0;0;0;0;0
03-01-2024 08:00;102;41;0;0;0;0;0;0;0;0;14,1;0;0;0;0;0;0
03-01-2024 09:00;161;56;0;0;0;0;0;0;0;0;18,6;0;0;0;0;0;0
03-01-2024 10:00;144;42;0;0;0;0;0;0;0;0;21,7;0;0;0;0;0;0
03-01-2024 11:00;77;36;0;0;0;0;0;0;0;0;22,6;0;0;0;0;0;0
03-01-2024 12:00;75;33;0;0;0;0;0;0;0;0;24,3;0;0;0;0;0;0
03-01-2024 13:00;88;46;0;0;0;0;0;0;0;0;22,3;0;0;0;0;0;0
03-01-2024 14:00;100;41;0;0;0;0;0;0;0;0;22,8;0;0;0;0;0;0
03-01-2024 15:00;95;39;0;0;0;0;0;0;0;0;22,5;0;0;0;0;0;0
03-01-2024 16:00;71;43;0;0;0;0;0;0;0;0;21,3;0;0;0;0;0;0
03-01-2024 17:00;66;34;0;0;0;0;0;0;0;0;20,2;0;0;0;0;0;0
03-01-2024 18:00;45;21;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0
03-01-2024 19:00;51;28;0;0;0;0;0;0;0;0;16,7;0;0;0;0;0;0
03-01-2024 20:00;54;25;0;0;0;0;0;0;0;0;16,3;0;0;0;0;0;0
03-01-2024 21:00;47;14;0;0;0;0;0;0;0;0;16,5;0;0;0;0;0;0
03-01-2024 22:00;46;15;0;0;0;0;0;0;0;0;16,3;0;0;0;0;0;0
03-01-2024 23:00;59;14;0;0;0;0;0;0;0;0;15,8;0;0;0;0;0;0
03-01-2024 24:00;69;12;0;0;0;0;0;0;0;0;14,7;0;0;0;0;0;0
04-01-2024 01:00;67;12;0;0;0;0;0;0;0;0;13,8;0;0;0;0;0;0
04-01-2024 02:00;71;32;0;0;0;0;0;0;0;0;12,6;0;0;0;0;0;0
04-01-2024 03:00;69;24;0;0;0;0;0;0;0;0;11,4;0;0;0;0;0;0
04-01-2024 04:00;68;32;0;0;0;0;0;0;0;0;10,7;0;0;0;0;0;0
04-01-2024 05:00;63;31;0;0;0;0;0;0;0;0;10,7;0;0;0;0;0;0
04-01-2024 06:00;82;39;0;0;0;0;0;0;0;0;10,5;0;0;0;0;0;0
04-01-2024 07:00;113;48;0;0;0;0;0;0;0;0;11,2;0;0;0;0;0;0
04-01-2024 08:00;164;45;0;0;0;0;0;0;0;0;15,3;0;0;0;0;0;0
04-01-2024 09:00;149;49;0;0;0;0;0;0;0;0;18,3;0;0;0;0;0;0
04-01-2024 10:00;110;38;0;0;0;0;0;0;0;0;21,1;0;0;0;0;0;0
04-01-2024 11:00;74;30;0;0;0;0;0;0;0;0;23,8;0;0;0;0;0;0
04-01-2024 12:00;82;44;0;0;0;0;0;0;0;0;25,1;0;0;0;0;0;0
04-01-2024 13:00;95;51;0;0;0;0;0;0;0;0;23,7;0;0;0;0;0;0
04-01-2024 14:00;93;42;0;0;0;0;0;0;0;0;23,1;0;0;0;0;0;0
04-01-2024 15:00;75;31;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0
04-01-2024 16:00;69;36;0;0;0;0;0;0;0;0;22,5;0;0;0;0;0;0
04-01-2024 17:00;66;35;0;0;0;0;0;0;0;0;21,4;0;0;0;0;0;0
04-01-2024 18:00;44;25;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0
04-01-2024 19:00;48;26;0;0;0;0;0;0;0;0;16,9;0;0;0;0;0;0
04-01-2024 20:00;88;34;0;0;0;0;0;0;0;0;16,4;0;0;0;0;0;0
04-01-2024 21:00;112;39;0;0;0;0;0;0;0;0;16,1;0;0;0;0;0;0
04-01-2024 22:00;142;53;0;0;0;0;0;0;0;0;15,4;0;0;0;0;0;0
04-01-2024 23:00;195;67;0;0;0;0;0;0;0;0;15,5;0;0;0;0;0;0
04-01-2024 24:00;103;34;0;0;0;0;0;0;0;0;15,2;0;0;0;0;0;0
05-01-2024 01:00;79;20;0;0;0;0;0;0;0;0;14,3;0;0;0;0;0;0
05-01-2024 02:00;100;36;0;0;0;0;0;0;0;0;13,5;0;0;0;0;0;0
05-01-2024 03:00;79;29;0;0;0;0;0;0;0;0;12,3;0;0;0;0;0;0
05-01-2024 04:00;86;41;0;0;0;0;0;0;0;0;11,5;0;0;0;0;0;0
05-01-2024 05:00;99;54;0;0;0;0;0;0;0;0;11,1;0;0;0;0;0;0
05-01-2024 06:00;111;53;0;0;0;0;0;0;0;0;10,6;0;0;0;0;0;0
05-01-2024 07:00;122;57;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0
05-01-2024 08:00;125;44;0;0;0;0;0;0;0;0;14,1;0;0;0;0;0;0
05-01-2024 09:00;111;42;0;0;0;0;0;0;0;0;18,1;0;0;0;0;0;0
05-01-2024 10:00;108;47;0;0;0;0;0;0;0;0;20,4;0;0;0;0;0;0
05-01-2024 11:00;86;41;0;0;0;0;0;0;0;0;22,5;0;0;0;0;0;0
05-01-2024 12:00;71;39;0;0;0;0;0;0;0;0;23,1;0;0;0;0;0;0
05-01-2024 13:00;70;47;0;0;0;0;0;0;0;0;23,5;0;0;0;0;0;0
05-01-2024 14:00;63;36;0;0;0;0;0;0;0;0;23,6;0;0;0;0;0;0
05-01-2024 15:00;60;38;0;0;0;0;0;0;0;0;22,2;0;0;0;0;0;0
05-01-2024 16:00;62;31;0;0;0;0;0;0;0;0;21,5;0;0;0;0;0;0
05-01-2024 17:00;61;29;0;0;0;0;0;0;0;0;19,8;0;0;0;0;0;0
05-01-2024 18:00;44;25;0;0;0;0;0;0;0;0;17,6;0;0;0;0;0;0
05-01-2024 19:00;57;37;0;0;0;0;0;0;0;0;16,8;0;0;0;0;0;0
05-01-2024 20:00;71;29;0;0;0;0;0;0;0;0;16,5;0;0;0;0;0;0
05-01-2024 21:00;58;25;0;0;0;0;0;0;0;0;15,9;0;0;0;0;0;0
05-01-2024 22:00;72;32;0;0;0;0;0;0;0;0;15,8;0;0;0;0;0;0
05-01-2024 23:00;75;35;0;0;0;0;0;0;0;0;15,5;0;0;0;0;0;0
05-01-2024 24:00;63;32;0;0;0;0;0;0;0;0;14,5;0;0;0;0;0;0
06-01-2024 01:00;51;16;0;0;0;0;0;0;0;0;13,2;0;0;0;0;0;0
06-01-2024 02:00;48;27;0;0;0;0;0;0;0;0;11,9;0;0;0;0;0;0
06-01-2024 03:00;61;23;0;0;0;0;0;0;0;0;11,4;0;0;0;0;0;0
06-01-2024 04:00;91;30;0;0;0;0;0;0;0;0;10,9;0;0;0;0;0;0
06-01-2024 05:00;91;51;0;0;0;0;0;0;0;0;10,4;0;0;0;0;0;0
06-01-2024 06:00;78;39;0;0;0;0;0;0;0;0;10,1;0;0;0;0;0;0
06-01-2024 07:00;107;46;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0
06-01-2024 08:00;110;37;0;0;0;0;0;0;0;0;13,9;0;0;0;0;0;0
06-01-2024 09:00;108;40;0;0;0;0;0;0;0;0;17,7;0;0;0;0;0;0
06-01-2024 10:00;106;23;0;0;0;0;0;0;0;0;21,4;0;0;0;0;0;0
06-01-2024 11:00;80;27;0;0;0;0;0;0;0;0;23,5;0;0;0;0;0;0
06-01-2024 12:00;48;26;0;0;0;0;0;0;0;0;24,5;0;0;0;0;0;0
06-01-2024 13:00;0;36;0;0;0;0;0;0;0;0;25,8;0;0;0;0;0;0
06-01-2024 14:00;59;32;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0
06-01-2024 15:00;0;18;0;0;0;0;0;0;0;0;25,3;0;0;0;0;0;0
06-01-2024 16:00;0;21;0;0;0;0;0;0;0;0;24,6;0;0;0;0;0;0
06-01-2024 17:00;0;23;0;0;0;0;0;0;0;0;23,4;0;0;0;0;0;0
06-01-2024 18:00;19;18;0;0;0;0;0;0;0;0;20,7;0;0;0;0;0;0
06-01-2024 19:00;0;21;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0
06-01-2024 20:00;39;19;0;0;0;0;0;0;0;0;17,2;0;0;0;0;0;0
06-01-2024 21:00;41;23;0;0;0;0;0;0;0;0;16,1;0;0;0;0;0;0
06-01-2024 22:00;50;29;0;0;0;0;0;0;0;0;15,1;0;0;0;0;0;0
06-01-2024 23:00;57;22;0;0;0;0;0;0;0;0;14,8;0;0;0;0;0;0
06-01-2024 24:00;58;14;0;0;0;0;0;0;0;0;14,2;0;0;0;0;0;0
07-01-2024 01:00;50;15;0;0;0;0;0;0;0;0;13,3;0;0;0;0;0;0
07-01-2024 02:00;52;21;0;0;0;0;0;0;0;0;12,1;0;0;0;0;0;0
07-01-2024 03:00;43;9;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0
07-01-2024 04:00;37;19;0;0;0;0;0;0;0;0;10,9;0;0;0;0;0;0
07-01-2024 05:00;53;23;0;0;0;0;0;0;0;0;10,7;0;0;0;0;0;0
07-01-2024 06:00;65;34;0;0;0;0;0;0;0;0;9,7;0;0;0;0;0;0
07-01-2024 07:00;70;29;0;0;0;0;0;0;0;0;10,2;0;0;0;0;0;0
07-01-2024 08:00;77;30;0;0;0;0;0;0;0;0;13,7;0;0;0;0;0;0
07-01-2024 09:00;73;27;0;0;0;0;0;0;0;0;18,4;0;0;0;0;0;0
07-01-2024 10:00;53;19;0;0;0;0;0;0;0;0;20,7;0;0;0;0;0;0
07-01-2024 11:00;36;22;0;0;0;0;0;0;0;0;21,5;0;0;0;0;0;0
07-01-2024 12:00;33;33;0;0;0;0;0;0;0;0;22,5;0;0;0;0;0;0
07-01-2024 13:00;37;28;0;0;0;0;0;0;0;0;22,5;0;0;0;0;0;0
07-01-2024 14:00;36;26;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0
07-01-2024 15:00;38;25;0;0;0;0;0;0;0;0;23,2;0;0;0;0;0;0
07-01-2024 16:00;39;24;0;0;0;0;0;0;0;0;22,1;0;0;0;0;0;0
07-01-2024 17:00;30;30;0;0;0;0;0;0;0;0;21,5;0;0;0;0;0;0
07-01-2024 18:00;29;29;0;0;0;0;0;0;0;0;20,1;0;0;0;0;0;0
07-01-2024 19:00;93;85;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0
07-01-2024 20:00;57;32;0;0;0;0;0;0;0;0;17,3;0;0;0;0;0;0
07-01-2024 21:00;85;38;0;0;0;0;0;0;0;0;16,2;0;0;0;0;0;0
07-01-2024 22:00;64;33;0;0;0;0;0;0;0;0;15,6;0;0;0;0;0;0
07-01-2024 23:00;63;28;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0
07-01-2024 24:00;46;16;0;0;0;0;0;0;0;0;13,7;0;0;0;0;0;0
08-01-2024 01:00;42;27;0;0;0;0;0;0;0;0;12,5;0;0;0;0;0;0
08-01-2024 02:00;57;28;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0
08-01-2024 03:00;64;30;0;0;0;0;0;0;0;0;11,2;0;0;0;0;0;0
08-01-2024 04:00;48;23;0;0;0;0;0;0;0;0;10,3;0;0;0;0;0;0
08-01-2024 05:00;51;29;0;0;0;0;0;0;0;0;9,6;0;0;0;0;0;0
08-01-2024 06:00;41;20;0;0;0;0;0;0;0;0;9,5;0;0;0;0;0;0
08-01-2024 07:00;62;29;0;0;0;0;0;0;0;0;9,9;0;0;0;0;0;0
08-01-2024 08:00;64;22;0;0;0;0;0;0;0;0;13,6;0;0;0;0;0;0
08-01-2024 09:00;67;24;0;0;0;0;0;0;0;0;16,7;0;0;0;0;0;0
08-01-2024 10:00;71;29;0;0;0;0;0;0;0;0;18,8;0;0;0;0;0;0
08-01-2024 11:00;41;25;0;0;0;0;0;0;0;0;20,9;0;0;0;0;0;0
08-01-2024 12:00;34;25;0;0;0;0;0;0;0;0;22,6;0;0;0;0;0;0
08-01-2024 13:00;35;33;0;0;0;0;0;0;0;0;23,7;0;0;0;0;0;0
08-01-2024 14:00;47;31;0;0;0;0;0;0;0;0;24,5;0;0;0;0;0;0
08-01-2024 15:00;51;31;0;0;0;0;0;0;0;0;24,3;0;0;0;0;0;0
08-01-2024 16:00;49;34;0;0;0;0;0;0;0;0;22,7;0;0;0;0;0;0
08-01-2024 17:00;41;29;0;0;0;0;0;0;0;0;20,8;0;0;0;0;0;0
08-01-2024 18:00;0;19;0;0;0;0;0;0;0;0;18,2;0;0;0;0;0;0
08-01-2024 19:00;0;22;0;0;0;0;0;0;0;0;16,4;0;0;0;0;0;0
08-01-2024 20:00;50;22;0;0;0;0;0;0;0;0;15,8;0;0;0;0;0;0
08-01-2024 21:00;70;29;0;0;0;0;0;0;0;0;16,5;0;0;0;0;0;0
08-01-2024 22:00;56;33;0;0;0;0;0;0;0;0;14,9;0;0;0;0;0;0
08-01-2024 23:00;50;26;0;0;0;0;0;0;0;0;13,7;0;0;0;0;0;0
08-01-2024 24:00;34;10;0;0;0;0;0;0;0;0;12,9;0;0;0;0;0;0
09-01-2024 01:00;44;16;0;0;0;0;0;0;0;0;12,3;0;0;0;0;0;0
09-01-2024 02:00;51;22;0;0;0;0;0;0;0;0;12,1;0;0;0;0;0;0
09-01-2024 03:00;62;18;0;0;0;0;0;0;0;0;11,2;0;0;0;0;0;0
09-01-2024 04:00;102;46;0;0;0;0;0;0;0;0;10,4;0;0;0;0;0;0
09-01-2024 05:00;114;45;0;0;0;0;0;0;0;0;9,9;0;0;0;0;0;0
09-01-2024 06:00;0;49;0;0;0;0;0;0;0;0;9,8;0;0;0;0;0;0
09-01-2024 07:00;0;67;0;0;0;0;0;0;0;0;10,7;0;0;0;0;0;0
09-01-2024 08:00;217;64;0;0;0;0;0;0;0;0;14,1;0;0;0;0;0;0
09-01-2024 09:00;194;74;0;0;0;0;0;0;0;0;17,8;0;0;0;0;0;0
09-01-2024 10:00;130;47;0;0;0;0;0;0;0;0;21,3;0;0;0;0;0;0
09-01-2024 11:00;105;53;0;0;0;0;0;0;0;0;23,6;0;0;0;0;0;0
09-01-2024 12:00;91;23;0;0;0;0;0;0;0;0;24,7;0;0;0;0;0;0
09-01-2024 13:00;58;46;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0
09-01-2024 14:00;54;27;0;0;0;0;0;0;0;0;25,5;0;0;0;0;0;0
09-01-2024 15:00;79;30;0;0;0;0;0;0;0;0;24,9;0;0;0;0;0;0
09-01-2024 16:00;54;32;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0
09-01-2024 17:00;0;32;0;0;0;0;0;0;0;0;24,1;0;0;0;0;0;0
09-01-2024 18:00;22;22;0;0;0;0;0;0;0;0;21,7;0;0;0;0;0;0
09-01-2024 19:00;66;33;0;0;0;0;0;0;0;0;18,3;0;0;0;0;0;0
09-01-2024 20:00;67;40;0;0;0;0;0;0;0;0;17,9;0;0;0;0;0;0
09-01-2024 21:00;119;50;0;0;0;0;0;0;0;0;16,8;0;0;0;0;0;0
09-01-2024 22:00;78;27;0;0;0;0;0;0;0;0;15,2;0;0;0;0;0;0
09-01-2024 23:00;58;33;0;0;0;0;0;0;0;0;14,1;0;0;0;0;0;0
09-01-2024 24:00;59;22;0;0;0;0;0;0;0;0;13,3;0;0;0;0;0;0
10-01-2024 01:00;69;27;0;0;0;0;0;0;0;0;12,8;0;0;0;0;0;0
10-01-2024 02:00;68;27;0;0;0;0;0;0;0;0;12,2;0;0;0;0;0;0
10-01-2024 03:00;63;32;0;0;0;0;0;0;0;0;11,8;0;0;0;0;0;0
10-01-2024 04:00;105;42;0;0;0;0;0;0;0;0;11,4;0;0;0;0;0;0
10-01-2024 05:00;0;48;0;0;0;0;0;0;0;0;11,1;0;0;0;0;0;0
10-01-2024 06:00;154;48;0;0;0;0;0;0;0;0;10,4;0;0;0;0;0;0
10-01-2024 07:00;0;70;0;0;0;0;0;0;0;0;11,2;0;0;0;0;0;0
10-01-2024 08:00;109;35;0;0;0;0;0;0;0;0;15,2;0;0;0;0;0;0
10-01-2024 09:00;176;48;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0
10-01-2024 10:00;0;0;0;0;0;0;0;0;0;0;22,3;0;0;0;0;0;0
10-01-2024 11:00;0;41;0;0;0;0;0;0;0;0;23,7;0;0;0;0;0;0
10-01-2024 12:00;110;33;0;0;0;0;0;0;0;0;24,7;0;0;0;0;0;0
10-01-2024 13:00;119;66;0;0;0;0;0;0;0;0;22,5;0;0;0;0;0;0
10-01-2024 14:00;101;57;0;0;0;0;0;0;0;0;20,6;0;0;0;0;0;0
10-01-2024 15:00;108;44;0;0;0;0;0;0;0;0;22,1;0;0;0;0;0;0
10-01-2024 16:00;97;40;0;0;0;0;0;0;0;0;20,9;0;0;0;0;0;0
10-01-2024 17:00;92;40;0;0;0;0;0;0;0;0;20,8;0;0;0;0;0;0
10-01-2024 18:00;90;46;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0
10-01-2024 19:00;73;43;0;0;0;0;0;0;0;0;17,8;0;0;0;0;0;0
10-01-2024 20:00;97;50;0;0;0;0;0;0;0;0;16,7;0;0;0;0;0;0
10-01-2024 21:00;101;47;0;0;0;0;0;0;0;0;16,5;0;0;0;0;0;0
10-01-2024 22:00;70;39;0;0;0;0;0;0;0;0;15,7;0;0;0;0;0;0
10-01-2024 23:00;81;33;0;0;0;0;0;0;0;0;15,2;0;0;0;0;0;0
10-01-2024 24:00;48;18;0;0;0;0;0;0;0;0;14,4;0;0;0;0;0;0
11-01-2024 01:00;36;24;0;0;0;0;0;0;0;0;13,6;0;0;0;0;0;0
11-01-2024 02:00;34;26;0;0;0;0;0;0;0;0;13,3;0;0;0;0;0;0
11-01-2024 03:00;73;28;0;0;0;0;0;0;0;0;12,2;0;0;0;0;0;0
11-01-2024 04:00;64;31;0;0;0;0;0;0;0;0;11,4;0;0;0;0;0;0
11-01-2024 05:00;77;42;0;0;0;0;0;0;0;0;10,9;0;0;0;0;0;0
11-01-2024 06:00;125;71;0;0;0;0;0;0;0;0;10,7;0;0;0;0;0;0
11-01-2024 07:00;88;32;0;0;0;0;0;0;0;0;12,1;0;0;0;0;0;0
11-01-2024 08:00;91;38;0;0;0;0;0;0;0;0;16,6;0;0;0;0;0;0
11-01-2024 09:00;78;20;0;0;0;0;0;0;0;0;19,6;0;0;0;0;0;0
11-01-2024 10:00;54;19;0;0;0;0;0;0;0;0;21,7;0;0;0;0;0;0
11-01-2024 11:00;54;16;0;0;0;0;0;0;0;0;22,6;0;0;0;0;0;0
11-01-2024 12:00;63;22;0;0;0;0;0;0;0;0;23,8;0;0;0;0;0;0
11-01-2024 13:00;92;58;0;0;0;0;0;0;0;0;22,5;0;0;0;0;0;0
11-01-2024 14:00;96;44;0;0;0;0;0;0;0;0;22,3;0;0;0;0;0;0
11-01-2024 15:00;83;40;0;0;0;0;0;0;0;0;20,2;0;0;0;0;0;0
11-01-2024 16:00;75;38;0;0;0;0;0;0;0;0;18,8;0;0;0;0;1,9;0
11-01-2024 17:00;50;28;0;0;0;0;0;0;0;0;17,9;0;0;0;0;0;0
11-01-2024 18:00;69;32;0;0;0;0;0;0;0;0;17,5;0;0;0;0;0;0
11-01-2024 19:00;67;39;0;0;0;0;0;0;0;0;16,3;0;0;0;0;0;0
11-01-2024 20:00;110;43;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0
11-01-2024 21:00;132;60;0;0;0;0;0;0;0;0;16,9;0;0;0;0;0;0
11-01-2024 22:00;92;34;0;0;0;0;0;0;0;0;16,7;0;0;0;0;0;0
11-01-2024 23:00;94;44;0;0;0;0;0;0;0;0;16,2;0;0;0;0;0;0
11-01-2024 24:00;74;30;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0
12-01-2024 01:00;55;38;0;0;0;0;0;0;0;0;15,3;0;0;0;0;0;0
12-01-2024 02:00;59;32;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0
12-01-2024 03:00;52;24;0;0;0;0;0;0;0;0;14,7;0;0;0;0;0;0
12-01-2024 04:00;55;33;0;0;0;0;0;0;0;0;13,8;0;0;0;0;0,5;0
12-01-2024 05:00;73;52;0;0;0;0;0;0;0;0;13,4;0;0;0;0;0,9;0
12-01-2024 06:00;75;56;0;0;0;0;0;0;0;0;13,4;0;0;0;0;0;0
12-01-2024 07:00;61;45;0;0;0;0;0;0;0;0;14,1;0;0;0;0;0;0
12-01-2024 08:00;90;48;0;0;0;0;0;0;0;0;17,3;0;0;0;0;0;0
12-01-2024 09:00;64;38;0;0;0;0;0;0;0;0;17,2;0;0;0;0;0;0
12-01-2024 10:00;103;40;0;0;0;0;0;0;0;0;21,6;0;0;0;0;0;0
12-01-2024 11:00;75;57;0;0;0;0;0;0;0;0;22,4;0;0;0;0;0;0
12-01-2024 12:00;95;51;0;0;0;0;0;0;0;0;21,7;0;0;0;0;0;0
12-01-2024 13:00;74;48;0;0;0;0;0;0;0;0;21,5;0;0;0;0;0;0
12-01-2024 14:00;74;46;0;0;0;0;0;0;0;0;20,9;0;0;0;0;0;0
12-01-2024 15:00;86;27;0;0;0;0;0;0;0;0;22,8;0;0;0;0;0;0
12-01-2024 16:00;69;22;0;0;0;0;0;0;0;0;21,1;0;0;0;0;0,1;0
12-01-2024 17:00;46;32;0;0;0;0;0;0;0;0;18,7;0;0;0;0;0;0
12-01-2024 18:00;61;32;0;0;0;0;0;0;0;0;17,9;0;0;0;0;0;0
12-01-2024 19:00;62;27;0;0;0;0;0;0;0;0;16,6;0;0;0;0;0;0
12-01-2024 20:00;99;35;0;0;0;0;0;0;0;0;16,5;0;0;0;0;0;0
12-01-2024 21:00;117;54;0;0;0;0;0;0;0;0;16,3;0;0;0;0;0;0
12-01-2024 22:00;108;36;0;0;0;0;0;0;0;0;16,4;0;0;0;0;0;0
12-01-2024 23:00;61;37;0;0;0;0;0;0;0;0;16;0;0;0;0;1,7;0
12-01-2024 24:00;53;33;0;0;0;0;0;0;0;0;15,3;0;0;0;0;0,4;0
13-01-2024 01:00;30;20;0;0;0;0;0;0;0;0;14,7;0;0;0;0;3;0
13-01-2024 02:00;29;22;0;0;0;0;0;0;0;0;13,7;0;0;0;0;9,2;0
13-01-2024 03:00;25;16;0;0;0;0;0;0;0;0;13,3;0;0;0;0;0,2;0
13-01-2024 04:00;27;24;0;0;0;0;0;0;0;0;13,5;0;0;0;0;0;0
13-01-2024 05:00;28;24;0;0;0;0;0;0;0;0;13,7;0;0;0;0;0;0
13-01-2024 06:00;43;28;0;0;0;0;0;0;0;0;13,9;0;0;0;0;0;0
13-01-2024 07:00;40;22;0;0;0;0;0;0;0;0;13,8;0;0;0;0;0;0
13-01-2024 08:00;79;47;0;0;0;0;0;0;0;0;14,9;0;0;0;0;0;0
